City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Kohat,PK,33.582,71.4493,87.87,28,3,3.78,clear sky
448,Ipatovo,RU,45.7181,42.9036,59.45,61,96,17.0,overcast clouds
449,Galveston,US,29.3669,-94.9669,92.03,81,100,16.11,overcast clouds
450,Cabo San Lucas,MX,22.8909,-109.9124,84.61,58,0,5.75,clear sky
451,Namibe,AO,-15.1961,12.1522,77.63,47,0,13.8,clear sky
452,Rengali,IN,21.6333,84.05,88.07,40,65,11.83,broken clouds
453,Pahrump,US,36.2083,-115.9839,72.25,11,5,1.99,clear sky
454,Hirara,JP,24.8,125.2833,75.96,75,35,12.57,scattered clouds
455,Linhares,BR,-19.3911,-40.0722,79.83,41,11,6.11,few clouds
456,Bima,ID,-8.4667,118.7167,73.35,92,7,2.59,clear sky
457,Marzuq,YE,14.4,46.4667,81.16,27,68,5.79,broken clouds
458,Tessalit,ML,20.1986,1.0114,100.4,11,85,11.18,overcast clouds
459,Turukhansk,RU,65.8167,87.9833,52.83,76,100,2.89,overcast clouds
460,Muroto,JP,33.2833,134.15,64.02,80,41,6.62,scattered clouds
461,La Palma,US,33.8464,-118.0467,68.27,69,75,6.91,broken clouds
462,Booue,GA,-0.0921,11.9385,76.24,90,100,0.72,overcast clouds
463,Santa Lucia,ES,27.9117,-15.5407,67.77,53,20,28.77,few clouds
464,Torbay,CA,47.6666,-52.7314,63.37,31,20,5.75,few clouds
465,Sur,OM,22.5667,59.5289,91.56,53,2,11.72,clear sky
466,Rockland,US,41.1668,-74.0496,93.0,66,65,7.45,broken clouds
467,Domoni,KM,-12.2569,44.5319,79.02,81,66,5.75,broken clouds
468,Tadine,NC,-21.55,167.8833,75.06,91,92,24.38,overcast clouds
469,Gizo,SB,-8.103,156.8419,81.72,76,12,6.93,few clouds
470,Mnogovershinnyy,RU,53.9353,139.9242,29.98,99,100,5.48,snow
471,Panacan,PH,9.2463,118.4082,81.07,83,100,6.53,overcast clouds
472,Gawler,AU,-34.6,138.7333,58.24,82,17,8.52,few clouds
473,Kloulklubed,PW,7.0419,134.2556,75.7,75,82,7.36,broken clouds
474,Makat,KZ,47.6469,53.3463,54.77,36,50,12.91,scattered clouds
475,Sept-Iles,CA,50.2001,-66.3821,46.92,89,100,6.91,overcast clouds
476,Belaya Gora,RU,68.5333,146.4167,42.22,85,63,1.59,broken clouds
477,Neuquen,AR,-38.9516,-68.0591,62.49,29,0,6.91,clear sky
478,Aborlan,PH,9.4352,118.5492,79.79,86,97,4.38,light rain
479,Qurayyat,SA,31.3318,37.3428,93.38,10,82,13.8,dust
480,Altamont,US,42.2068,-121.7372,52.77,49,0,3.0,clear sky
481,Kiruna,SE,67.8557,20.2251,54.52,54,100,4.61,overcast clouds
482,Jejuri,IN,18.2833,74.1667,74.71,70,6,16.89,clear sky
483,Penzance,GB,50.1186,-5.5371,59.68,88,20,10.36,few clouds
484,Sangin,AF,32.0728,64.8359,82.33,6,0,1.54,clear sky
485,Zunyi,CN,27.6867,106.9072,59.83,93,100,4.03,overcast clouds
486,Pangody,RU,65.85,74.4859,33.26,97,100,11.39,overcast clouds
487,Vanimo,PG,-2.6741,141.3028,77.27,91,93,4.94,overcast clouds
488,Kirakira,SB,-10.4544,161.9205,79.48,86,87,1.61,overcast clouds
489,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,77.74,78,89,1.92,overcast clouds
490,The Valley,AI,18.217,-63.0578,87.66,65,20,12.66,few clouds
491,Sao Desiderio,BR,-12.3633,-44.9733,92.71,22,7,2.08,clear sky
492,San Juan,AR,-31.5375,-68.5364,64.72,23,0,3.24,clear sky
493,Beitbridge,ZW,-22.2167,30.0,68.79,63,66,7.05,broken clouds
494,Ryotsu,JP,38.0833,138.4333,60.6,85,99,4.61,overcast clouds
495,Wuwei,CN,37.9281,102.6414,65.84,23,67,4.63,broken clouds
496,Makaha,US,21.4694,-158.2175,75.36,88,100,0.0,overcast clouds
497,Yavatmal,IN,20.4,78.1333,95.74,20,3,15.88,clear sky
498,Erdaojiang,CN,41.7764,126.0319,53.06,94,95,3.44,moderate rain
499,Leh,IN,34.1667,77.5833,48.51,34,10,7.14,clear sky
500,Quatre Cocos,MU,-20.2078,57.7625,75.31,72,15,16.28,few clouds
501,Hokitika,NZ,-42.7167,170.9667,51.73,80,100,12.68,overcast clouds
502,Souillac,MU,-20.5167,57.5167,75.58,78,40,11.5,scattered clouds
503,Mocuba,MZ,-16.8392,36.9856,71.85,69,10,4.99,clear sky
504,Prince Rupert,CA,54.3161,-130.3201,50.09,90,0,3.44,clear sky
505,Nola,IT,40.922,14.5329,76.32,63,3,5.99,clear sky
506,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,0,4.61,clear sky
507,Rapid Valley,US,44.0625,-103.1463,46.72,57,100,13.8,overcast clouds
508,Agulu,NG,6.11,7.0724,80.74,78,98,4.74,overcast clouds
509,Lishu,CN,43.3047,124.3278,59.31,54,38,10.96,scattered clouds
510,Kendari,ID,-3.945,122.4989,74.71,93,92,2.33,overcast clouds
511,Yacuiba,BO,-22.038,-63.6797,71.67,41,97,5.41,overcast clouds
512,Omsukchan,RU,62.5333,155.8,28.9,96,99,5.86,overcast clouds
513,San Javier,ES,37.8063,-0.8374,86.49,70,0,12.66,clear sky
514,Ust-Kuyga,RU,70.0167,135.6,30.87,81,98,2.42,overcast clouds
515,Pochutla,MX,15.7432,-96.4661,87.82,37,95,11.05,overcast clouds
516,Havoysund,NO,70.9963,24.6622,44.83,82,87,1.74,overcast clouds
517,Harlingen,US,26.1906,-97.6961,92.05,73,0,20.71,clear sky
518,Walvis Bay,NA,-22.9575,14.5053,60.1,60,2,18.12,clear sky
519,Tucupita,VE,9.0622,-62.051,87.6,49,81,7.63,broken clouds
520,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,0,9.22,clear sky
521,Tokur,RU,53.1333,132.9,30.02,97,96,4.85,overcast clouds
522,Banda Aceh,ID,5.5577,95.3222,80.82,82,99,13.62,overcast clouds
523,Lieto,FI,60.5103,22.4618,62.19,33,0,10.36,clear sky
524,Matsuura,JP,33.3271,129.721,59.92,75,0,3.87,clear sky
525,Santa Cruz,BO,-17.8,-63.1667,78.26,44,75,20.71,broken clouds
526,Tiksi,RU,71.6872,128.8694,29.07,91,97,3.22,overcast clouds
527,Bemidji,US,47.4736,-94.8803,44.06,67,100,13.8,overcast clouds
528,Noshiro,JP,40.2039,140.0242,59.9,64,81,3.44,broken clouds
529,Glenwood Springs,US,39.5505,-107.3248,45.41,80,100,0.0,overcast clouds
530,Chimore,BO,-16.9833,-65.1333,79.03,47,78,4.56,broken clouds
531,San Rafael,AR,-34.6177,-68.3301,65.23,21,25,9.53,scattered clouds
532,Loksa,EE,59.5764,25.7214,48.11,57,100,19.51,overcast clouds
533,Celestun,MX,20.8667,-90.4,91.06,57,40,4.94,scattered clouds
534,Athens,GR,37.9795,23.7162,80.15,38,0,8.01,clear sky
535,Yabelo,ET,4.8833,38.0833,61.72,78,99,5.37,overcast clouds
536,Christchurch,NZ,-43.5333,172.6333,39.94,84,54,5.75,broken clouds
537,Roebourne,AU,-20.7833,117.1333,76.98,75,15,4.79,light rain
538,Suarez,CO,2.954,-76.6964,82.74,60,46,2.15,scattered clouds
539,Medzilaborce,SK,49.2719,21.9007,69.44,63,37,12.91,scattered clouds
540,Lampazos De Naranjo,MX,27.0167,-100.5167,96.22,32,0,5.82,clear sky
541,Kununurra,AU,-15.7667,128.7333,76.98,36,28,9.22,scattered clouds
542,Florida Ridge,US,27.5803,-80.3867,89.94,74,75,18.41,broken clouds
543,Hofn,IS,64.2539,-15.2082,49.95,80,97,9.69,overcast clouds
544,Galesong,ID,-5.3166,119.3661,75.22,81,67,6.2,broken clouds
545,Yinchuan,CN,38.4681,106.2731,71.13,40,32,10.56,scattered clouds
546,Ardakan,IR,32.31,54.0175,85.23,12,15,22.53,few clouds
547,Lengshuitan,CN,26.4111,111.5956,68.13,85,100,0.29,overcast clouds
548,Zhigansk,RU,66.7697,123.3711,36.18,85,96,5.21,overcast clouds
549,San Cosme Y Damian,PY,-27.3167,-56.35,68.18,55,14,3.22,few clouds
550,Buin,CL,-33.7333,-70.75,71.87,26,4,1.97,clear sky
551,Gigmoto,PH,13.7796,124.39,80.82,86,96,8.61,overcast clouds
552,Iracoubo,GF,5.4802,-53.2011,78.55,89,96,13.04,moderate rain
553,Taltal,CL,-25.4,-70.4833,65.68,68,31,7.52,scattered clouds
554,Hambantota,LK,6.1241,81.1185,80.56,83,76,16.22,broken clouds
555,Mubi,NG,10.2676,13.2644,86.34,43,82,9.01,broken clouds
556,Havre,FR,49.5833,0.3333,68.34,59,25,9.22,scattered clouds
557,Marsa Matruh,EG,31.3525,27.2453,66.33,62,0,13.51,clear sky
558,Rio Grande,BR,-32.035,-52.0986,69.91,54,69,5.88,broken clouds
559,Nandura,IN,20.8333,76.45,91.71,31,1,21.41,clear sky
560,Pingliang,CN,35.5392,106.6861,58.37,67,100,4.65,overcast clouds
561,Challans,FR,46.8436,-1.8749,83.32,48,52,7.87,broken clouds
562,Portland,US,45.5234,-122.6762,59.5,74,20,5.01,few clouds
563,Honiara,SB,-9.4333,159.95,77.88,84,45,1.36,scattered clouds
564,Juneau,US,58.3019,-134.4197,61.11,70,0,0.0,clear sky
565,Shaoyang,CN,27.2315,111.4525,67.73,81,99,1.68,light rain
566,Salinas,US,36.6777,-121.6555,61.97,70,40,3.44,haze
567,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,41,0,10.36,clear sky
568,Dengfeng,CN,34.4553,113.0281,68.72,59,100,4.79,overcast clouds
569,Isangel,VU,-19.55,169.2667,77.94,90,94,17.69,overcast clouds
570,Zhuanghe,CN,39.7008,122.9911,55.87,95,50,6.6,scattered clouds
571,Manubul,PH,5.4732,120.7986,83.82,72,59,6.08,broken clouds
572,Awbari,LY,26.5921,12.7805,84.99,16,0,13.31,clear sky
573,Trapani,IT,37.8333,12.6667,76.28,73,0,12.66,clear sky
574,Buturlinovka,RU,50.8239,40.6092,48.87,83,99,9.89,overcast clouds
575,Teya,RU,60.3778,92.6267,43.56,88,91,6.51,overcast clouds
576,Hualmay,PE,-11.0964,-77.6139,69.62,74,41,8.59,scattered clouds
577,Belonia,IN,23.2528,91.4514,78.55,92,100,7.83,overcast clouds
578,Cap Malheureux,MU,-19.9842,57.6142,73.47,77,2,5.99,clear sky
579,Lasa,IT,46.6166,10.7002,76.37,44,62,5.7,broken clouds
580,Grand-Santi,GF,4.25,-54.3833,78.44,95,99,1.68,overcast clouds
581,Maldonado,UY,-34.6667,-54.9167,63.79,56,98,9.95,overcast clouds
582,Xuanzhou,CN,30.9525,118.7553,65.82,73,100,6.11,overcast clouds
583,Shenzhen,CN,22.5455,114.0683,81.07,91,94,6.55,overcast clouds
584,Lensk,RU,60.7253,114.9278,47.91,64,100,2.46,overcast clouds
585,Lake Havasu City,US,34.4839,-114.3224,81.0,27,0,4.61,clear sky
586,Bulalacao,PH,12.3254,121.3435,82.08,77,82,4.29,broken clouds
587,Simbahan,PH,6.3032,120.5836,83.07,74,63,8.86,broken clouds
588,Russell,US,32.3502,-85.1999,87.91,58,0,6.91,clear sky
589,Oyama,JP,36.3,139.8,64.58,78,100,3.11,light rain
590,Samarai,PG,-10.6167,150.6667,80.94,78,43,5.64,scattered clouds
591,Qaqortoq,GL,60.7167,-46.0333,40.41,74,16,7.07,few clouds
592,Fortuna,US,40.5982,-124.1573,57.92,81,40,1.01,scattered clouds
593,Raton,US,36.9034,-104.4391,38.05,72,100,13.8,overcast clouds
594,Roma,US,43.2128,-75.4557,88.68,54,75,9.22,broken clouds
595,Tiznit,MA,29.5833,-9.5,74.82,50,28,7.78,scattered clouds
596,Faya,SA,18.3851,42.4509,80.71,29,54,4.07,broken clouds
597,Muddebihal,IN,16.3333,76.1333,76.75,74,43,21.9,scattered clouds
598,Anadyr,RU,64.75,177.4833,30.7,92,90,6.71,fog
599,Yabrud,SY,33.9674,36.6574,69.93,20,100,6.2,overcast clouds
600,Canon City,US,38.441,-105.2424,38.62,92,100,5.75,light snow
601,Port Lincoln,AU,-34.7333,135.8667,58.86,82,0,12.46,clear sky
602,Nizwa,OM,22.9333,57.5333,95.74,9,3,3.0,clear sky
603,Santa Isabel,BR,-23.3156,-46.2214,67.3,44,1,3.18,clear sky
604,Paso De Los Toros,UY,-32.8167,-56.5167,61.25,61,100,6.22,light rain
605,Monchegorsk,RU,67.9397,32.8739,42.31,68,100,10.92,overcast clouds
606,Plattsburgh,US,44.6995,-73.4529,89.29,68,0,17.27,clear sky
607,Annau,TM,37.8876,58.516,65.7,48,75,9.22,broken clouds
608,Zeya,RU,53.75,127.2667,42.84,62,61,4.34,broken clouds
609,Kiama,AU,-34.6833,150.8667,64.0,95,100,1.99,overcast clouds
610,Concordia,AR,-31.393,-58.0209,66.27,64,0,5.99,clear sky
611,Iskateley,RU,67.6803,53.1512,28.26,85,100,10.89,overcast clouds
612,Monrovia,LR,6.3005,-10.7969,79.77,82,99,12.44,light rain
613,Buala,SB,-8.145,159.5921,79.16,82,77,4.09,broken clouds
614,Kirriemuir,GB,56.674,-3.0034,58.24,84,98,12.28,light rain
615,Bosaso,SO,11.2842,49.1816,88.21,44,86,2.89,overcast clouds
616,Martapura,ID,-3.4167,114.85,77.09,100,75,1.14,broken clouds
617,Narrabri,AU,-30.3167,149.7833,55.53,87,94,4.0,light rain
618,Banjar,ID,-8.19,114.9675,76.68,88,10,3.83,clear sky
619,Alberdi,AR,-32.8899,-60.6906,67.91,56,0,5.75,clear sky
620,Moron,AR,-34.6534,-58.6198,69.94,50,4,4.25,clear sky
621,Kulhudhuffushi,MV,6.6221,73.07,83.35,79,70,15.32,broken clouds
622,Kualakapuas,ID,-3.0091,114.3876,74.23,98,100,1.79,overcast clouds
623,Homer,US,59.6425,-151.5483,53.04,57,0,5.99,clear sky
624,Labuhan,ID,-6.8844,112.2051,79.34,83,98,6.53,overcast clouds
625,Khuzdar,PK,27.7384,66.6434,84.74,8,0,16.31,clear sky
626,Oranjemund,NA,-28.55,16.4333,55.13,84,10,13.87,clear sky
627,Sladkovicovo,SK,48.2014,17.6385,77.95,53,76,11.99,broken clouds
628,Barinas,VE,8.6226,-70.2075,93.63,36,1,9.51,clear sky
629,Haines Junction,CA,60.7522,-137.5108,49.46,50,6,2.82,clear sky
630,Solnechnyy,RU,50.7214,136.6319,39.81,96,100,8.28,overcast clouds
631,Savannah Bight,HN,16.45,-85.85,82.04,84,85,26.8,overcast clouds
632,Bang Len,TH,14.0219,100.1718,80.55,93,100,8.03,overcast clouds
633,Tucumcari,US,35.1717,-103.725,53.44,37,0,16.11,clear sky
634,Bara,NG,10.3744,10.7288,97.27,28,52,10.09,broken clouds
635,Tahta,EG,26.7693,31.5021,84.04,16,94,13.27,overcast clouds
636,Kruisfontein,ZA,-34.0033,24.7314,56.88,82,22,3.74,few clouds
637,Gorontalo,ID,0.5412,123.0595,75.88,95,100,1.03,moderate rain
638,Seoul,KR,37.5683,126.9778,61.99,85,75,5.75,mist
639,Progreso,MX,21.2833,-89.6667,94.1,53,63,12.1,broken clouds
640,Dahuk,IQ,36.8695,42.994,72.9,27,10,2.46,clear sky
641,Rosarito,MX,32.3333,-117.0333,63.52,69,85,11.74,overcast clouds
642,Half Moon Bay,US,37.4636,-122.4286,73.9,64,0,8.05,mist
643,Wicklow,IE,53.0,-6.4167,58.08,73,88,12.5,overcast clouds
644,Deputatskiy,RU,69.3,139.9,27.91,92,99,0.45,overcast clouds
645,Okha,RU,53.5739,142.9478,32.4,100,100,11.43,snow
646,Aquin,HT,18.2833,-73.4,83.95,68,84,7.83,broken clouds
647,Smiltene,LV,57.4244,25.9016,53.55,96,100,8.88,overcast clouds
648,Doha,QA,25.2867,51.5333,100.38,18,0,16.11,clear sky
649,Shambu,ET,9.5667,37.1,60.19,52,76,3.78,broken clouds
650,La Cruz,MX,23.9167,-106.9,82.26,51,0,6.87,clear sky
651,Gambiran,ID,-6.7988,111.4951,75.56,88,99,3.76,light rain
652,Rio Cuarto,AR,-33.1307,-64.3499,70.66,28,0,2.3,clear sky
653,Ulaangom,MN,49.9811,92.0667,59.94,35,23,1.61,few clouds
654,Aripuana,BR,-9.1667,-60.6333,88.47,38,6,1.03,clear sky
655,Sogne,NO,58.0833,7.8167,60.66,66,59,12.26,broken clouds
656,Wuchang,CN,44.9143,127.15,54.7,58,62,3.87,broken clouds
657,Jalalpur,PK,32.6374,74.2183,85.87,28,40,6.91,haze
658,Aqtobe,KZ,50.2797,57.2072,44.69,76,75,17.9,broken clouds
659,Danli,HN,14.0333,-86.5833,82.13,55,100,4.14,overcast clouds
660,Xuddur,SO,4.1213,43.8894,81.91,52,100,11.39,overcast clouds
661,Erfurt,DE,50.9833,11.0333,66.76,55,0,11.5,clear sky
662,Coahuayana,MX,18.7333,-103.6833,88.25,50,6,7.18,clear sky
663,Igrim,RU,63.1906,64.4162,37.35,93,100,9.17,overcast clouds
664,Qarchi Gak,AF,37.04,66.7889,80.17,29,0,29.59,clear sky
665,Lorengau,PG,-2.0226,147.2712,81.45,80,100,6.91,overcast clouds
666,Ellensburg,US,46.9965,-120.5479,57.94,67,100,3.0,overcast clouds
667,Batagay-Alyta,RU,67.8006,130.4114,25.43,94,42,4.09,scattered clouds
668,Burgeo,CA,47.6167,-57.6152,52.32,67,22,8.34,few clouds
669,Kudat,MY,6.8837,116.8477,78.73,94,20,0.0,few clouds
670,Westport,US,41.1415,-73.3579,88.18,59,100,1.01,overcast clouds
671,Barra Patuca,HN,15.8,-84.2833,81.52,84,100,15.37,overcast clouds
672,Moranbah,AU,-22.0016,148.0466,60.84,91,97,17.81,overcast clouds
